,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
13193,"Kolbenheyer, Emil Guido",Kolbenheyer Emil Guido,Kolbenheyer,Emil Guido,.
13194,"Kollbach, Karl",Kollbach Karl,Kollbach,Karl,27. Juni 1911
13195,"König, Eberhard",König Eberhard,König,Eberhard,.
13196,"Koeppel, Emmy",Koeppel Emmy,Koeppel,Emmy,.
13197,"Koppen, Luise",Koppen Luise,Koppen,Luise,.
13198,"Koeppen, Arnold",Koeppen Arnold,Koeppen,Arnold,.
13199,"Kordes, Johannes Ferdinand Robert",Kordes Johannes Ferdinand Robert,Kordes,Johannes Ferdinand Robert,.
13200,"Koschat, Thomas",Koschat Thomas,Koschat,Thomas,.
13201,"Koschate, Paul",Koschate Paul,Koschate,Paul,.
13202,"Kosler, Alois",Kosler Alois,Kosler,Alois,12. April 1874
13203,"Köster, Adolf",Köster Adolf,Köster,Adolf,.
13204,"Köstlin, Therese",Köstlin Therese,Köstlin,Therese,.
13205,"Kotzde, Wilhelm",Kotzde Wilhelm,Kotzde,Wilhelm,.
13206,"Kotze, Stefan von",Kotze Stefan,Kotze,Stefan,.
13207,"Kraft, Zdenko von",Kraft Zdenko,Kraft,Zdenko,.
13208,"Krainz, Johann Karl Joseph",Krainz Johann Karl Joseph,Krainz,Johann Karl Joseph,6. Septbr. 1847
13209,"Kralik, Richard von",Kralik Richard,Kralik,Richard,.
13210,"Krane, Anna Freiin von",Krane Anna,Krane,Anna,.
13211,"Kranewitter, Franz",Kranewitter Franz,Kranewitter,Franz,.
13212,"Kranzhoff, Ferdinand",Kranzhoff Ferdinand,Kranzhoff,Ferdinand,1. Juni 1882
13213,"Kranzhoff, Wilhelm",Kranzhoff Wilhelm,Kranzhoff,Wilhelm,.
13214,"Krapp, Lorenz",Krapp Lorenz,Krapp,Lorenz,.
13215,"Kraßnigg, Rudolf",Kraßnigg Rudolf,Kraßnigg,Rudolf,.
13216,"Kratt, Gottfried",Kratt Gottfried,Kratt,Gottfried,.
13217,"Krauel, Wilhelm",Krauel Wilhelm,Krauel,Wilhelm,.
13218,"Kraus, Christian",Kraus Christian,Kraus,Christian,.
13219,"Krausbauer, Theodor",Krausbauer Theodor,Krausbauer,Theodor,.
13220,"Krause, Betty",Krause Betty,Krause,Betty,30. Jan.1889
13221,"Krause, Helene von",Krause Helene,Krause,Helene,.
13222,"Krauß, Jngo Arthur Richard",Krauß Jngo Arthur Richard,Krauß,Jngo Arthur Richard,2. Januar 1878
13223,"Krauß, Rudolf",Krauß Rudolf,Krauß,Rudolf,.
13224,"Krehmke, Karl",Krehmke Karl,Krehmke,Karl,.
13225,"Kreisler, Karl",Kreisler Karl,Kreisler,Karl, Juli 1906
13226,"Kremnitz, Mite",Kremnitz Mite,Kremnitz,Mite,.
13227,"Krempl, Joseph",Krempl Joseph,Krempl,Joseph,.
13228,"Kreowski, Ernst Franz",Kreowski Ernst Franz,Kreowski,Ernst Franz,.
13229,"Kresse, Oskar",Kresse Oskar,Kresse,Oskar,.
13230,"Kretzer, Max",Kretzer Max,Kretzer,Max,.
13231,"Krickeberg, Karl",Krickeberg Karl,Krickeberg,Karl, Juli1867
13232,"Krieg von Hochfelden, Edith Baronin",Krieg von Hochfelden Edith Baronin,Krieg von Hochfelden,Edith Baronin,.
13233,"Krieger, Hermann",Krieger Hermann,Krieger,Hermann,.
13234,"Krille, Otto",Krille Otto,Krille,Otto,.
13235,"Krobath, Karl",Krobath Karl,Krobath,Karl,.
13236,"Kroczak, Ferdinand Anton",Kroczak Ferdinand Anton,Kroczak,Ferdinand Anton,.
13237,"Krone, Pauline",Krone Pauline,Krone,Pauline,.
13238,"Kroepelin, Hermann",Kroepelin Hermann,Kroepelin,Hermann,.
13239,"Krug, Maria",Krug Maria,Krug,Maria,.
13240,"Krüger, Ferdinand",Krüger Ferdinand,Krüger,Ferdinand,.
13241,"Krüger, Gustav",Krüger Gustav,Krüger,Gustav,15.August 1859
13242,"Krüger, Heinrich",Krüger Heinrich,Krüger,Heinrich,.
13243,"Kruse, Georg Richard",Kruse Georg Richard,Kruse,Georg Richard,.
13244,"Küas, Richard",Küas Richard,Küas,Richard,.
13245,"Küchling, Hermann",Küchling Hermann,Küchling,Hermann,20.Septbr. 1841
13246,"Kuderna, Béla",Kuderna Béla,Kuderna,Béla,.
13247,"Kuhlenbeck, Ludwig",Kuhlenbeck Ludwig,Kuhlenbeck,Ludwig,.
13248,"Kühn, Daniel",Kühn Daniel,Kühn,Daniel,.
13249,"Kühn, Julius",Kühn Julius,Kühn,Julius,10. Juni1887
13250,"Kullberg, Emil",Kullberg Emil,Kullberg,Emil,.
13251,"Külpe, Frances",Külpe Frances,Külpe,Frances,.
13252,"Kümmel, Konrad",Kümmel Konrad,Kümmel,Konrad,.
13253,"Kunad, Paul",Kunad Paul,Kunad,Paul,18. Januar 1912
13254,"Kunzendorf, Paul",Kunzendorf Paul,Kunzendorf,Paul,.
13255,"Kürnberger, Ferdinand",Kürnberger Ferdinand,Kürnberger,Ferdinand,.
13256,"Kurz, Hermann",Kurz Hermann,Kurz,Hermann,.
13257,"Kyber, Manfred",Kyber Manfred,Kyber,Manfred,.
13258,"Laban, Ferdinand",Laban Ferdinand,Laban,Ferdinand,.
13259,"Labry, Emil",Labry Emil,Labry,Emil,.
13260,"Lahmann, Johann",Lahmann Johann,Lahmann,Johann,.
13261,"Lambrecht, Nanny",Lambrecht Nanny,Lambrecht,Nanny,.
13262,"Lancken, Berta von der",Lancken Berta,Lancken,Berta,.
13263,"Landsberger, Adolf",Landsberger Adolf,Landsberger,Adolf,.
13264,"Landsberger, Artur",Landsberger Artur,Landsberger,Artur,.
13265,"Lang, Hermann",Lang Hermann,Lang,Hermann,.
13266,"Langer, Adam",Langer Adam,Langer,Adam,.
13267,"Lasson, Adolf",Lasson Adolf,Lasson,Adolf,.
13268,"Latt, Annie",Latt Annie,Latt,Annie,.
13269,"Latz, Georg",Latz Georg,Latz,Georg,.
13270,"Lauff, Joseph",Lauff Joseph,Lauff,Joseph,.
13271,"Lauxmann, Luise",Lauxmann Luise,Lauxmann,Luise,.
13272,"Ledochowska, Maria Therese Gräfin",Ledochowska Maria Therese,Ledochowska,Maria Therese,.
13273,"Lee, Heinrich",Lee Heinrich,Lee,Heinrich,.
13274,"Lehmann-Haupt, Therese",Lehmann-Haupt Therese,Lehmann-Haupt,Therese,.
13275,"Lehnhard, Paul",Lehnhard Paul,Lehnhard,Paul,.
13276,"Leifert, Eduard",Leifert Eduard,Leifert,Eduard,3.August 1869
13277,"Leiner, Richard",Leiner Richard,Leiner,Richard,.
13278,"Leipziger, Leon",Leipziger Leon,Leipziger,Leon,.
13279,"Leischner, Hermann",Leischner Hermann,Leischner,Hermann,.
13280,"Leiß, Hans",Leiß Hans,Leiß,Hans,6. Dezember1856
13281,"Leitenberger, Otto",Leitenberger Otto,Leitenberger,Otto,22. Juli 1911
13282,"Lenk, Margarete",Lenk Margarete,Lenk,Margarete,.
13283,"Lennarz, Albert Franz",Lennarz Albert Franz,Lennarz,Albert Franz,25. April 1877
13284,"Lennemann, Wilhelm",Lennemann Wilhelm,Lennemann,Wilhelm,.
13285,"Lentner, Ferdinand",Lentner Ferdinand,Lentner,Ferdinand,.
13286,"Leonhardt, Emil",Leonhardt Emil,Leonhardt,Emil,.
13287,"Leonhardt, Johann",Leonhardt Johann,Leonhardt,Johann,.
13288,"Leonhardt, Wilhelm",Leonhardt Wilhelm,Leonhardt,Wilhelm,.
13289,"Leskien, Jlse",Leskien Jlse,Leskien,Jlse,.
13290,"Lessen, Ludwig Salomon",Lessen Ludwig Salomon,Lessen,Ludwig Salomon,.
13291,"Leube, Jda",Leube Jda,Leube,Jda,.
13292,"Leverkühn, August",Leverkühn August,Leverkühn,August,.
13293,"Levetzow, Karl Frhr. von",Levetzow Karl,Levetzow,Karl,.
13294,"Lewald, Emmi",Lewald Emmi,Lewald,Emmi,.
13295,"Lhotzky, Heinrich",Lhotzky Heinrich,Lhotzky,Heinrich,21.April 1859
13296,"Liebermann v. Sonnenberg, Max",Liebermann v. Sonnenberg Max,Liebermann v. Sonnenberg,Max,.
13297,"Liebmann, Otto",Liebmann Otto,Liebmann,Otto, Januar 1912
13298,"Lienert, Meinrad",Lienert Meinrad,Lienert,Meinrad,.
13299,"Lienhard, Fritz",Lienhard Fritz,Lienhard,Fritz,.
13300,"Liliencron, Adda Freiin v",Liliencron Adda,Liliencron,Adda,23. Januar 1913
13301,"Liliencron, Detlev Frhr. v",Liliencron Detlev,Liliencron,Detlev,.
13302,"Liliencron, Rochus Frhr. von",Liliencron Rochus,Liliencron,Rochus,.
13303,"Lilienfein, Heinrich",Lilienfein Heinrich,Lilienfein,Heinrich,.
13304,"Linden, Friedrich",Linden Friedrich,Linden,Friedrich,.
13305,"Lindenberg, Paul",Lindenberg Paul,Lindenberg,Paul,.
13306,"Linke, Oskar",Linke Oskar,Linke,Oskar,.
13307,"Linkenbach, Haus Ludwig",Linkenbach Haus Ludwig,Linkenbach,Haus Ludwig,.
13308,"Linsemann, Paul",Linsemann Paul,Linsemann,Paul,.
13309,"Löbl, Emil",Löbl Emil,Löbl,Emil,.
13310,"Lobsien, Wilhelm",Lobsien Wilhelm,Lobsien,Wilhelm,.
13311,"Lochemes, Michael",Lochemes Michael,Lochemes,Michael,.
13312,"Lochner von Hüttenbach, Oskar Baron",Lochner von Hüttenbach Oskar Baron,Lochner von Hüttenbach,Oskar Baron,.
13313,"Loehner, Fritz",Loehner Fritz,Loehner,Fritz,24. Juni 1883
13314,"Lohwag, Ernst",Lohwag Ernst,Lohwag,Ernst,.
13315,"Löns, Hermann",Löns Hermann,Löns,Hermann,.
13316,"Loosli, Carl Albert",Loosli Carl Albert,Loosli,Carl Albert,.
13317,"Loeper-Housselle, Marie",Loeper-Housselle Marie,Loeper-Housselle,Marie,.
13318,"Lörcher, Erika",Lörcher Erika,Lörcher,Erika,.
13319,"Lörcher, Ulrich",Lörcher Ulrich,Lörcher,Ulrich,.
13320,"Loerke, Oskar",Loerke Oskar,Loerke,Oskar,.
13321,"Lorm, Hieronymus",Lorm Hieronymus,Lorm,Hieronymus,.
13322,"Loesche, Naëma",Loesche Naëma,Loesche,Naëma,.
13323,"Lothar, Rudolf",Lothar Rudolf,Lothar,Rudolf,.
13324,"Lotting, Eva",Lotting Eva,Lotting,Eva,.
13325,"Lowag, Josef",Lowag Josef,Lowag,Josef,.
13326,"Loewe, Theodor",Loewe Theodor,Loewe,Theodor,.
13327,"Loewenstein (-Scharffeneck), Maximilian Graf von",Loewenstein (-Scharffeneck) Maximilian Graf von,Loewenstein (-Scharffeneck),Maximilian Graf von,.
13328,"Lublinski, Samuel",Lublinski Samuel,Lublinski,Samuel,.
13329,"Lucka, Emil",Lucka Emil,Lucka,Emil,.
13330,"Ludwig, August",Ludwig August,Ludwig,August,.
13331,"Lutz, Hede",Lutz Hede,Lutz,Hede,.
13332,"Lux, Joseph August",Lux Joseph August,Lux,Joseph August,.
13333,"Lynden, Elise von",Lynden Elise,Lynden,Elise,.
13334,"Mack, Eugen",Mack Eugen,Mack,Eugen,.
13335,"Mackowsky, Hans",Mackowsky Hans,Mackowsky,Hans,19.Novbr. 1871
13336,"Mader, Wilhelm",Mader Wilhelm,Mader,Wilhelm,.
13337,"Madjera, Wolfgang",Madjera Wolfgang,Madjera,Wolfgang,.
13338,"Magagna, Paul",Magagna Paul,Magagna,Paul,.
13339,"Magnus, Cäsar",Magnus Cäsar,Magnus,Cäsar,.
13340,"Maier, Wilhelm",Maier Wilhelm,Maier,Wilhelm,.
13341,"Mair, Severin",Mair Severin,Mair,Severin,.
13342,"Malade, Theo",Malade Theo,Malade,Theo,.
13343,"Maltzahn, Ada Freiin von",Maltzahn Ada,Maltzahn,Ada,.
13344,"Maltzahn, Elisabeth von",Maltzahn Elisabeth,Maltzahn,Elisabeth,.
13345,"Mang, Johann",Mang Johann,Mang,Johann,20.März 1888
13346,"Mankowski, Hermann",Mankowski Hermann,Mankowski,Hermann,.
13347,"Mann, Heinrich",Mann Heinrich,Mann,Heinrich,.
13348,"Marcus, Eli",Marcus Eli,Marcus,Eli,.
13349,"Marcus, Otto",Marcus Otto,Marcus,Otto,.
13350,Maria Regina,Maria Regina ,Maria Regina,,.
13351,"Martens, Amandus M. F",Martens Amandus M. F,Martens,Amandus M. F,.
13352,"Martin, Lina",Martin Lina,Martin,Lina,.
13353,"Martin, Rudolf Emil",Martin Rudolf Emil,Martin,Rudolf Emil,1. Juni 1867
13354,"Martins, Martha",Martins Martha,Martins,Martha,.
13355,"Maß, Konrad",Maß Konrad,Maß,Konrad,.
13356,"Matthey, Maja",Matthey Maja,Matthey,Maja,.
13357,"Matull, Kurt",Matull Kurt,Matull,Kurt,.
13358,"May, Richard",May Richard,May,Richard,19. Mai1886
13359,"Mayer-Bergwald, Anna",Mayer-Bergwald Anna,Mayer-Bergwald,Anna,.
13360,"Mayr, Hetta",Mayr Hetta,Mayr,Hetta,.
13361,"Mayrhofer, Johannes",Mayrhofer Johannes,Mayrhofer,Johannes,.
13362,"Medem, Jda Baronin",Medem Jda Baronin,Medem,Jda Baronin,.
13363,"Meder, Paul",Meder Paul,Meder,Paul,.
13364,"Meding, Oskar",Meding Oskar,Meding,Oskar,.
13365,"Megede, Johannes zur",Megede Johannes,Megede,Johannes,.
13366,"Mehler, Julius",Mehler Julius,Mehler,Julius,.
13367,"Mehring, Sigmar",Mehring Sigmar,Mehring,Sigmar,.
13368,"Meinecke, Gustav",Meinecke Gustav,Meinecke,Gustav,2.November 1880
13369,"Meinicke, Bernhard",Meinicke Bernhard,Meinicke,Bernhard,.
13370,"Mell, Max",Mell Max,Mell,Max,.
13371,"Mendelssohn, Erich Wilhelm von",Mendelssohn Erich Wilhelm,Mendelssohn,Erich Wilhelm,19. Juli 1887
13372,"Mendheim, Max",Mendheim Max,Mendheim,Max,.
13373,"Mertens, Hans Willi",Mertens Hans Willi,Mertens,Hans Willi,.
13374,"Merwart, Karl",Merwart Karl,Merwart,Karl,.
13375,"Metz, Adolf",Metz Adolf,Metz,Adolf,4. Mai1851
13376,"Mewis, Marianne",Mewis Marianne,Mewis,Marianne,.Dezember 1866
13377,"Meyer, Hans",Meyer Hans,Meyer,Hans,.
13378,"Meyer, Heinrich Walter",Meyer Heinrich Walter,Meyer,Heinrich Walter,.
13379,"Meyer-Meyrink, Gustav",Meyer-Meyrink Gustav,Meyer-Meyrink,Gustav,.
13380,"Meyer(-Rotermund), Kurt",Meyer(-Rotermund) Kurt,Meyer(-Rotermund),Kurt,.
13381,"Meyer, Luise",Meyer Luise,Meyer,Luise,.
13382,"Michael, Erich",Michael Erich,Michael,Erich,.
13383,"Michaeli, Otto",Michaeli Otto,Michaeli,Otto,.
13384,"Mielke, Adolf",Mielke Adolf,Mielke,Adolf,.
13385,"Mießner, Wilhelm",Mießner Wilhelm,Mießner,Wilhelm,.
13386,"Millenkovich, Stephan von",Millenkovich Stephan,Millenkovich,Stephan,.
13387,"Miller, Elise",Miller Elise,Miller,Elise,.
13388,"Modersohn, Ernst",Modersohn Ernst,Modersohn,Ernst,.
13389,"Möller, Alfred",Möller Alfred,Möller,Alfred,.
13390,"Molo, Walter von",Molo Walter,Molo,Walter,.
13391,"Moltke, Siegfried",Moltke Siegfried,Moltke,Siegfried,.
13392,"Montigny, Adelheid de",Montigny Adelheid de,Montigny,Adelheid de,.
13393,"Mordtmann, August Justus",Mordtmann August Justus,Mordtmann,August Justus,29. April 1912
13394,"Moreck, Kurt",Moreck Kurt,Moreck,Kurt,.
13395,"Moeschlin, Felix",Moeschlin Felix,Moeschlin,Felix,.
13396,"Mose, Josepha",Mose Josepha,Mose,Josepha,.
13397,"Moszkowski, Alexander",Moszkowski Alexander,Moszkowski,Alexander,.
13398,"Muggli, Hans",Muggli Hans,Muggli,Hans,.
13399,"Mühlenfels, Hedwig von",Mühlenfels Hedwig,Mühlenfels,Hedwig,.
13400,"Mühsam, Erich",Mühsam Erich,Mühsam,Erich,6. April 1878
13401,"Müller, Anton",Müller Anton,Müller,Anton,.
13402,"Müller, Hans",Müller Hans,Müller,Hans,.
13403,"Müller, Ludwig",Müller Ludwig,Müller,Ludwig,.
13404,"Müller, Ludwig Johann",Müller Ludwig Johann,Müller,Ludwig Johann,.
13405,"Müller-Bertelmann, Hans",Müller-Bertelmann Hans,Müller-Bertelmann,Hans,.
13406,"Müller-Bohn, Hermann",Müller-Bohn Hermann,Müller-Bohn,Hermann,.
13407,"Müller-Guttenbrunn, Adam",Müller-Guttenbrunn Adam,Müller-Guttenbrunn,Adam,.
13408,"Müller-Mann, Gustav",Müller-Mann Gustav,Müller-Mann,Gustav,15. Septbr. 1911
13409,"Müller-Schlösser, Hans",Müller-Schlösser Hans,Müller-Schlösser,Hans,14. Juni 1884
13410,"Müllern, Elisabeth von",Müllern Elisabeth,Müllern,Elisabeth,.
13411,"Münch, Wilhelm",Münch Wilhelm,Münch,Wilhelm,25. März 1912
13412,"Münchhausen, Börries Frhr. v",Münchhausen Börries,Münchhausen,Börries,.
13413,"Münter, Ferdinand",Münter Ferdinand,Münter,Ferdinand,.
13414,"Münz, Sigmund",Münz Sigmund,Münz,Sigmund,.
13415,"Münzer, Kurt",Münzer Kurt,Münzer,Kurt,.
13416,"Nalli, Agathe",Nalli Agathe,Nalli,Agathe,.
13417,"Nann, Josefa",Nann Josefa,Nann,Josefa,.
13418,"Nassauer, Max",Nassauer Max,Nassauer,Max,.
13419,"Nast, Klara",Nast Klara,Nast,Klara,.
13420,"Nathusius, Annemarie von",Nathusius Annemarie,Nathusius,Annemarie,.
13421,Neidhardt von Gneisenau,Neidhardt von Gneisenau ,Neidhardt von Gneisenau,,.
13422,"Nentwich, Max",Nentwich Max,Nentwich,Max,15.März 1868
13423,"Neuert, Hans",Neuert Hans,Neuert,Hans,27. Juni 1912
13424,"Neumann, Hugo",Neumann Hugo,Neumann,Hugo,.
13425,"Neumann, Johannes Walter",Neumann Johannes Walter,Neumann,Johannes Walter,.
13426,"Neunert, Hans",Neunert Hans,Neunert,Hans,.
13427,"Neurath, Anna",Neurath Anna,Neurath,Anna,.
13428,"Niederführ, Hans",Niederführ Hans,Niederführ,Hans,.
13429,"Niedermann, Wilhelm",Niedermann Wilhelm,Niedermann,Wilhelm,.
13430,"Niedlich, Kurt",Niedlich Kurt,Niedlich,Kurt,.
13431,"Niemann, August",Niemann August,Niemann,August,.
13432,"Niese, Charlotte",Niese Charlotte,Niese,Charlotte,.
13433,"Nießen-Deiters, Leonore",Nießen-Deiters Leonore,Nießen-Deiters,Leonore,.
13434,"Nietschmann, Hermann",Nietschmann Hermann,Nietschmann,Hermann,1. Oktbr. 1907
13435,"Nithack-Stahn, Walther",Nithack-Stahn Walther,Nithack-Stahn,Walther,.
13436,"Nitsch, Harry",Nitsch Harry,Nitsch,Harry,.
13437,"Noder, A. A",Noder A. A,Noder,A. A,.
13438,"Nolden, Edmund",Nolden Edmund,Nolden,Edmund,16.Juni 1856
13439,"Nordau, Max",Nordau Max,Nordau,Max,.
13440,"Obst, Arthur",Obst Arthur,Obst,Arthur,.
13441,"O’Cuirc Quirke, Hella",O’Cuirc Quirke Hella,O’Cuirc Quirke,Hella,26. März 1866
13442,"Oehl (aus Wien), Wilhelm",Oehl (aus Wien) Wilhelm,Oehl (aus Wien),Wilhelm,.
13443,"Oehler, Richard",Oehler Richard,Oehler,Richard,.
13444,"Ohlert, Arnold",Ohlert Arnold,Ohlert,Arnold,12. Septbr. 1911
13445,"Oehmke, Henny",Oehmke Henny,Oehmke,Henny,.
13446,"Ohorn, Anton",Ohorn Anton,Ohorn,Anton,.
13447,"Oeke, Wilhelm",Oeke Wilhelm,Oeke,Wilhelm,.
13448,"Olden, Balder",Olden Balder,Olden,Balder,.
13449,"Oliven, Fritz",Oliven Fritz,Oliven,Fritz,.
13450,"Ompteda, Georg Frhr. von",Ompteda Georg,Ompteda,Georg,.
13451,"Oppeln-Bronikowski, Friedrich von",Oppeln-Bronikowski Friedrich,Oppeln-Bronikowski,Friedrich,.
13452,"Oppenheim, Jda",Oppenheim Jda,Oppenheim,Jda,.
13453,"Oppermann, Karl F. W",Oppermann Karl F. W,Oppermann,Karl F. W,.
13454,"Oertel, Georg",Oertel Georg,Oertel,Georg,.
13455,"Ortmann, Reinhold",Ortmann Reinhold,Ortmann,Reinhold,.
13456,"Oertzen, Dietrich von",Oertzen Dietrich,Oertzen,Dietrich,.
13457,"Oertzen, Margarete von",Oertzen Margarete,Oertzen,Margarete,.
13458,"Overbeck, Alfred",Overbeck Alfred,Overbeck,Alfred,.
13459,"Overbeck, Julius",Overbeck Julius,Overbeck,Julius,.
13460,"Panhuys, Anna Freifrau von",Panhuys Anna,Panhuys,Anna,.
13461,"Pany, Leonore",Pany Leonore,Pany,Leonore,.
13462,"Papke, Käthe",Papke Käthe,Papke,Käthe,.
13463,"Paquet, Alfons",Paquet Alfons,Paquet,Alfons,.
13464,"Parlow, Hans",Parlow Hans,Parlow,Hans,.
13465,"Parten, Johannes",Parten Johannes,Parten,Johannes,.
13466,Pastor,Pastor ,Pastor,,.
13467,"Paul, Adolf",Paul Adolf,Paul,Adolf,.
13468,"Pauls, Eilhard Erich",Pauls Eilhard Erich,Pauls,Eilhard Erich,.
13469,"Paulsen, Rudolf",Paulsen Rudolf,Paulsen,Rudolf,.
13470,"Perfall, Anton Frhr. von",Perfall Anton,Perfall,Anton,3. November 1912
13471,"Perlep, Olga",Perlep Olga,Perlep,Olga,.
13472,"Peschel, Emil",Peschel Emil,Peschel,Emil,30. Juni 1912
13473,"Peschke, Julius",Peschke Julius,Peschke,Julius,.
13474,"Pesendorfer, Friedr. Joseph",Pesendorfer Friedr. Joseph,Pesendorfer,Friedr. Joseph,.
13475,"Peter, Juliane Richarde",Peter Juliane Richarde,Peter,Juliane Richarde,27. Novbr. 1910
13476,"Peters, Fritz",Peters Fritz,Peters,Fritz,29. Juli1911
13477,"Peters, Lisbeth",Peters Lisbeth,Peters,Lisbeth,.
13478,"Petersen, Thusnelda",Petersen Thusnelda,Petersen,Thusnelda,.
13479,"Petzold, Alfons",Petzold Alfons,Petzold,Alfons,.
13480,"Pfabe, Agnes",Pfabe Agnes,Pfabe,Agnes,18. März1865
13481,"Pfannschmidt-Beutner, Renata",Pfannschmidt-Beutner Renata,Pfannschmidt-Beutner,Renata,.
13482,"Pfeil, Richard Graf von",Pfeil Richard,Pfeil,Richard,9. Oktbr. 1912
13483,"Philippi, Felix",Philippi Felix,Philippi,Felix,.
13484,"Pick, Otto",Pick Otto,Pick,Otto,22. Mai 1887
13485,"Piderit, Theodor",Piderit Theodor,Piderit,Theodor,23. Januar1912
13486,"Piening, Theodor",Piening Theodor,Piening,Theodor,.
13487,"Pillmann, Wilhelm",Pillmann Wilhelm,Pillmann,Wilhelm,.
13488,"Piper, Bruno",Piper Bruno,Piper,Bruno,10. Novbr. 1911
13489,"Pistohlkors, Marie von",Pistohlkors Marie,Pistohlkors,Marie,.
13490,"Poeck, Wilhelm",Poeck Wilhelm,Poeck,Wilhelm,.
13491,"Pogge, Günther",Pogge Günther,Pogge,Günther,.
13492,"Pöllmann, Ansgar",Pöllmann Ansgar,Pöllmann,Ansgar,.
13493,"Pompecki, Bruno",Pompecki Bruno,Pompecki,Bruno,.
13494,"Port, Frieda",Port Frieda,Port,Frieda,.
13495,"Postler, Elisabeth",Postler Elisabeth,Postler,Elisabeth,.
13496,"Potier, Julius",Potier Julius,Potier,Julius, Februar 1910
13497,"Prellwitz, Gertrud",Prellwitz Gertrud,Prellwitz,Gertrud,.
13498,"Presber, Rudolf",Presber Rudolf,Presber,Rudolf,.
13499,"Pressentin, Botho von",Pressentin Botho von,Pressentin,Botho von,8. April1912
13500,"Preuschen-Telmann, Baronin Hermione von",Preuschen-Telmann Hermione,Preuschen-Telmann,Hermione,2. Juni 1911
13501,"Promber, Otto",Promber Otto,Promber,Otto,.
13502,"Prümer, Karl",Prümer Karl,Prümer,Karl,.
13503,"Prusse, Ulrich",Prusse Ulrich,Prusse,Ulrich,.
13504,"Przybyszewski, Stanislaus",Przybyszewski Stanislaus,Przybyszewski,Stanislaus,.
13505,"Püschel, Ernst",Püschel Ernst,Püschel,Ernst,.
13506,"Puttkamer, Alberta von",Puttkamer Alberta,Puttkamer,Alberta,.
13507,"Puttkamer, Jesko von",Puttkamer Jesko,Puttkamer,Jesko,.
13508,"Puttkamer, M. M. von",Puttkamer M. M.,Puttkamer,M. M.,.
13509,"Raabe, Wilhelm",Raabe Wilhelm,Raabe,Wilhelm,.
13510,"Raff, Helene",Raff Helene,Raff,Helene,.
13511,"Raithel, Hans",Raithel Hans,Raithel,Hans,.
13512,"Rassow, Fritz",Rassow Fritz,Rassow,Fritz,.
13513,"Rath, Hans Wolfgang",Rath Hans Wolfgang,Rath,Hans Wolfgang,.
13514,"Rau, Heribert",Rau Heribert,Rau,Heribert,.
13515,"Rauch, Bonifaz",Rauch Bonifaz,Rauch,Bonifaz,.
13516,"Rauscher, Ernst von",Rauscher Ernst,Rauscher,Ernst,.
13517,"Rauscher, Josef",Rauscher Josef,Rauscher,Josef,.
13518,"Raydt, Hermann",Raydt Hermann,Raydt,Hermann,.
13519,"Rayle, Marga",Rayle Marga,Rayle,Marga,.
13520,"Rehbaum, Theobald",Rehbaum Theobald,Rehbaum,Theobald,.
13521,"Rehm, Hermann Siegfried",Rehm Hermann Siegfried,Rehm,Hermann Siegfried,1. April 1859
13522,"Reichel, Eugen",Reichel Eugen,Reichel,Eugen,.
13523,"Reichert, Adam",Reichert Adam,Reichert,Adam,25.Januar 1853
13524,"Reiff, August",Reiff August,Reiff,August,.
13525,"Reinhart, Joseph",Reinhart Joseph,Reinhart,Joseph,.
13526,"Reinicke, Ludwig",Reinicke Ludwig,Reinicke,Ludwig,.
13527,"Reinsch, Friedrich Karl",Reinsch Friedrich Karl,Reinsch,Friedrich Karl,22. August 1866
13528,"Reischach, Elisabeth Gräfin von",Reischach Elisabeth,Reischach,Elisabeth,14. Oktober 1888
13529,"Reko, Viktor",Reko Viktor,Reko,Viktor,.
13530,"Remagen, H. von",Remagen H. von,Remagen,H. von,.
13531,"Remling, Konrad",Remling Konrad,Remling,Konrad,.
13532,"Renker, Felix",Renker Felix,Renker,Felix,.
13533,"Rethwisch, Ernst",Rethwisch Ernst,Rethwisch,Ernst,21. Januar 1913
13534,"Reulecke, August",Reulecke August,Reulecke,August,.
13535,"Reventlow, Franziska Gräfin zu",Reventlow Franziska,Reventlow,Franziska,.
13536,"Riesen, Gertrud",Riesen Gertrud,Riesen,Gertrud,.
13537,"Ritter, Hermann",Ritter Hermann,Ritter,Hermann,.
13538,"Ritter, Marie",Ritter Marie,Ritter,Marie,.
13539,"Rittner, Rudolf",Rittner Rudolf,Rittner,Rudolf,.
13540,"Rittner, Thaddäus",Rittner Thaddäus,Rittner,Thaddäus,31. Mai 1873
13541,"Roda Roda, Alexander",Roda Roda Alexander,Roda Roda,Alexander,.
13542,"Rodenberg, Julius",Rodenberg Julius,Rodenberg,Julius,.
13543,"Roi, Berthold",Roi Berthold,Roi,Berthold,.
13544,"Roloff, Oskar",Roloff Oskar,Roloff,Oskar,22. August 1911
13545,"Römhildt, Fritz",Römhildt Fritz,Römhildt,Fritz,.
13546,"Ronai, Armin",Ronai Armin,Ronai,Armin,.
13547,"Rosegger, Hans Ludwig",Rosegger Hans Ludwig,Rosegger,Hans Ludwig,.
13548,"Rosegger, Peter",Rosegger Peter,Rosegger,Peter,.
13549,"Rosenhagen, Günther v",Rosenhagen Günther,Rosenhagen,Günther,.
13550,"Roûland, August Ernst",Roûland August Ernst,Roûland,August Ernst,.
